favorite_count,retweet_count,tweet_id
1351,379,682697186228989953
2124,636,682638830361513985
7811,1851,682406705142087680
1711,490,682389078323662849
4291,1271,682259524040966145
18845,10355,682088079302213632
3288,1004,682047327939461121
3234,1607,682003177596559360
2542,858,681891461017812993
1818,471,681679526984871937
1965,500,681610798867845120
14741,6079,681523177663676416
9560,4263,681339448655802368
4061,1910,681302363064414209
3310,1154,681281657291280384
1533,565,681242418453299201
3805,1553,681193455364796417
4700,2100,680959110691590145
2132,460,680934982542561280
1815,380,680889648562991104
2219,692,680805554198020098
2930,1088,680798457301471234
3731,1406,680583894916304897
1767,507,680494726643068929
1496,530,680440374763077632
2918,1236,680206703334408192
4011,1643,680176173301628928
3714,1832,680145970311643136
2794,943,680115823365742593
13154,9384,680085611152338944
2026,680,679877062409191424
2516,651,679862121895714818
2434,795,679844490799091713
3170,1163,679777920601223168
2223,862,679729593985699840
4910,2178,679530280114372609
3458,1321,679511351870550016
2145,664,679475951516934144
2435,1256,679405845277462528
2846,1078,679148763231985668
6123,2673,679111216690831360
2304,706,679047485189439488
2372,1232,678991772295516161
2645,945,678800283649069056
2872,961,678774928607469569
1678,498,678764513869611008
3850,1763,678740035362037760
2934,1539,678675843183484930
4097,1630,678446151570427904
4337,1901,678410210315247616
1629,442,678396796259975168
2498,949,678380236862578688
1332,270,678334497360859136
1622,387,678255464182861824
14045,6638,678021115718029313
1382,427,677918531514703872
3127,1004,677716515794329600
1256,334,677698403548192770
3397,1557,677673981332312066
1895,831,677644091929329666
1323,474,677565715327688705
7061,3788,677547928504967168
3098,1858,677335745548390400
1117,244,677331501395156992
1676,552,677314812125323265
2033,730,677269281705472000
2790,956,677187300187611136
2260,837,676957860086095872
2218,900,676948236477857792
2111,780,676942428000112642
3015,1856,676916996760600576
2134,736,676864501615042560
1836,692,676819651066732545
5082,2082,676776431406465024
1098,203,676613908052996102
1180,395,676603393314578432
927,129,676590572941893632
1222,288,676582956622721024
1902,572,676533798876651520
11785,4828,676470639084101634
1416,358,676430933382295552
1239,300,676237365392908289
1767,602,676215927814406144
1943,680,676146341966438401
2852,1200,676101918813499392
1332,446,676089483918516224
2158,891,675891555769696257
4217,1441,675878199931371520
2721,1336,675853064436391936
2304,908,675845657354215424
1060,238,675820929667219457
1646,487,675781562965868544
1909,841,675710890956750848
649,101,675706639471788032
1197,392,675531475945709568
1306,470,675517828909424640
3175,1333,675497103322386432
1854,996,675483430902214656
1703,525,675372240448454658
33036,17640,675354435921575936
2800,1330,675334060156301312
6333,2661,675153376133427200
947,242,675147105808306176
2157,923,675145476954566656
1963,803,675113801096802304
2818,1157,675109292475830276
2724,1226,675015141583413248
1568,484,675003128568291329
863,363,674805413498527744
2522,1109,674793399141146624
821,216,674788554665512960
1126,483,674774481756377088
790,242,674764817387900928
1468,479,674752233200820224
492,51,674742531037511680
648,96,674737130913071104
1608,665,674670581682434048
1447,503,674646392044941312
1690,594,674638615994089473
943,102,674606911342424069
1066,363,674447403907457024
1442,550,674422304705744896
1204,475,674410619106390016
850,321,674372068062928900
1427,525,674318007229923329
14796,5997,674291837063053312
908,228,674269164442398721
1306,463,674262580978937856
757,173,674082852460433408
6385,2245,674063288070742018
1448,496,674051556661161984
727,131,674042553264685056
850,216,674036086168010753
1132,305,674019345211760640
1199,364,674008982932058114
1169,376,673919437611909120
931,254,673887867907739649
3549,2108,673715861853720576
850,278,673709992831262724
1100,398,673707060090052608
1444,577,673700254269775872
1739,661,673689733134946305
1439,447,673686845050527744
1256,367,673662677122719744
1101,365,673636718965334016
1186,369,673583129559498752
1389,569,673576835670777856
1454,680,673359818736984064
1655,543,673352124999274496
2508,1286,673345638550134785
1270,592,673342308415348736
875,264,673317986296586240
1063,370,673270968295534593
2246,852,673213039743795200
1976,733,672997845381865473
984,296,672988786805112832
1825,1024,672980819271634944
942,361,672970152493887488
1418,646,672964561327235073
905,428,672898206762672129
1031,370,672877615439593473
1257,499,672828477930868736
1296,496,672622327801233409
1115,391,672609152938721280
1329,613,672594978741354496
721,185,672591271085670400
638,173,672523490734551040
1131,606,672482722825261057
1428,707,672475084225949696
6436,3418,672272411274932228
1135,339,672264251789176834
1426,750,672254177670729728
684,161,672245253877968896
1829,1027,672231046314901505
2260,1165,672205392827572224
872,360,672160042234327040
2398,1147,672125275208069120
939,371,672082170312290304
8479,4192,671896809300709376
3454,1389,671882082306625538
1242,565,671874878652489728
903,446,671855973984772097
1190,526,671768281401958400
1351,780,671744970634719232
1439,759,671735591348891648
12779,7275,671561002136281088
1350,602,671547767500775424
1089,567,671542985629241344
1165,412,671536543010570240
839,263,671528761649688577
951,292,671518598289059840
6997,3564,671504605491109889
1011,471,671488513339211776
758,234,671485057807351808
1103,297,671362598324076544
480,115,671355857343524864
734,212,671186162933985280
869,354,671166507850801152
371,82,671159727754231808
667,156,671151324042559489
1155,664,671141549288370177
748,198,671134062904504320
1365,781,671115716440031232
1103,296,670995969505435648
588,194,670840546554966016
442,125,670833812859932673
5523,4079,670826280409919488
611,95,670822709593571328
1122,274,670811965569282048
1953,969,670804601705242624
735,240,670797304698376195
657,244,670789397210615808
817,396,670783437142401025
784,289,670780561024270336
1068,422,670764103623966721
957,518,670733412878163972
1201,500,670717338665226240
589,247,670691627984359425
245,43,670676092097810432
1512,756,670474236058800128
974,555,670465786746662913
1191,666,670449342516494336
641,201,670442337873600512
1396,653,670434127938719744
1373,630,670428280563085312
1302,635,670421925039075328
566,318,670417414769758208
553,228,670408998013820928
554,208,670385711116361728
327,69,670361874861563904
3857,1231,670319130621435904
702,289,670290420111441920
695,252,670086499208155136
1574,797,670073503555706880
763,345,670061506722140161
643,177,670046952931721218
585,278,670037189829525505
325,86,669993076832759809
302,62,669970042633789440
371,105,669926384437997569
808,405,669753178989142016
512,90,669684865554620416
348,136,669682095984410625
800,441,669661792646373376
942,366,669603084620980224
1487,930,669583744538451968
1586,1025,669571471778410496
384,124,669564461267722241
1326,734,669375718304980992
459,158,669367896104181761
370,123,669359674819481600
641,264,669353438988365824
1018,421,669328503091937280
497,210,669324657376567296
436,166,669214165781868544
650,316,669037058363662336
576,251,669006782128353280
439,232,668994913074286592
676,332,668989615043424256
551,171,668986018524233728
796,354,668979806671884288
146,23,668967877119254528
279,72,668955713004314625
317,102,668902994700836864
522,303,668872652652679168
431,139,668826086256599040
705,375,668779399630725120
884,535,668645506898350081
1076,541,668641109086707712
2794,1657,668633411083464705
315,115,668627278264475648
1419,774,668623201287675904
611,316,668614819948453888
242,55,668567822092664832
451,219,668542336805281792
456,228,668528771708952576
410,133,668496999348633600
456,149,668480044826800133
614,298,668297328638447616
501,137,668286279830867968
550,236,668268907921326080
977,493,668248472370458624
296,104,668226093875376128
553,197,668204964695683073
486,195,668171859951755264
567,283,668142349051129856
1250,789,667937095915278337
208,55,667915453470232577
842,375,667902449697558528
807,485,667885044254572545
621,404,667873844930215936
237,78,667861340749471744
1046,495,667806454573760512
693,332,667793409583771648
234,57,667773195014021121
376,151,667728196545200128
