favorite_count,retweet_count,tweet_id
0,35,667550904950915073
5742,2278,667549055577362432
853,526,667544320556335104
810,535,667534815156183040
1679,1102,667524857454854144
6719,2117,667509364010450944
512,268,667495797102141441
252,99,667470559035432960
306,88,667453023279554560
443,235,667437278097252352
459,220,667405339315146752
359,162,667369227918143488
603,260,667200525029539841
735,414,667188689915760640
188,55,667177989038297088
238,82,667174963120574464
2648,1126,667165590075940865
47112,16882,667152164079423490
324,127,667119796878725120
395,122,667073648344346624
163,46,667065535570550784
182,50,667044094246576128
240,93,666996132027977728
801,548,666837028449972224
248,94,666826780179869698
231,91,666804364988780544
377,186,666781792255496192
229,64,666739327293083650
185,46,666691418707132416
227,78,666644823164719104
99,19,666447344410484738
160,52,666435652385423360
159,81,666428276349472768
117,45,666418789513326592
103,37,666407126856765440
179,87,666373753744588802
211,71,666353288456101888
190,88,666337882303524864
141,63,666287406224695296
99,34,666268910803644416
75,11,666102155909144576
158,70,666094000022159362
311,157,666073100786774016
458,211,666063827256086533
282,136,666057090499244032
1184,823,666051853826850816
103,41,666049248165822465
120,43,666033412701032449
2493,493,666020888022790149
